Date,,Start Location,Start District,End Location,End District
2023 6 18 16,50066,зеленая,центральный,западная,ленинский
2023 6 18 16,50067,свободы,ленинский,северная,центральный
2023 6 18 16,50068,садовая,заречный,спортивная,октябрьский
2023 6 18 16,50069,железнодорожная,центральный,березовая,северо-западный
2023 6 18 16,50070,энтузиастов,центральный,восточная,октябрьский
2023 6 18 16,50071,вишневая,юго-восточный,луговая,октябрьский
2023 6 18 16,50072,ломоносова,октябрьский,карла маркса,ленинский
2023 6 18 16,50073,железнодорожная,центральный,березовая,северо-западный
2023 6 18 16,50074,спортивная,октябрьский,новая,северо-западный
2023 6 18 16,50075,новая,северо-западный,новая,северо-западный
2023 6 18 16,50076,озерная,юго-восточный,спортивная,октябрьский
2023 6 18 16,50077,луговая,октябрьский,космонавтов,юго-восточный
2023 6 18 16,50078,майская,октябрьский,комсомольская,заречный
2023 6 18 16,50079,центральная,юго-восточный,свободы,ленинский
2023 6 18 16,50080,победы,юго-восточный,московская,северо-западный
2023 6 18 16,50081,подгорная,ленинский,спортивная,октябрьский
2023 6 18 16,50082,речная,юго-восточный,свердлова,центральный
2023 6 18 16,50083,трудовая,центральный,ленина,ленинский
2023 6 18 16,50084,заречная,юго-восточный,некрасова,северо-западный
2023 6 18 16,50085,восточная,октябрьский,пролетарская,центральный
2023 6 18 16,50086,рабочая,северо-западный,ломоносова,октябрьский
2023 6 18 16,50087,карла маркса,ленинский,октябрьская,заречный
2023 6 18 16,50088,железнодорожная,центральный,степная,центральный
2023 6 18 16,50089,заводская,северо-западный,пионерская,заречный
2023 6 18 16,50090,строительная,северо-западный,шоссейная,заречный
2023 6 18 16,50091,красная,северо-западный,строительная,северо-западный
2023 6 18 16,50092,заводская,северо-западный,садовая,заречный
2023 6 18 16,50093,железнодорожная,центральный,трудовая,центральный
2023 6 18 16,50094,пионерская,заречный,дачная,центральный
2023 6 18 16,50095,березовая,северо-западный,лесная,юго-восточный
2023 6 18 16,50096,лесная,юго-восточный,советская,центральный
2023 6 18 16,50097,новая,северо-западный,восточная,октябрьский
2023 6 18 16,50098,заводская,северо-западный,береговая,центральный
2023 6 18 16,50099,ломоносова,октябрьский,коммунальная,юго-восточный
2023 6 18 16,50100,свободы,ленинский,энтузиастов,центральный
2023 6 18 16,50101,шоссейная,заречный,новая,северо-западный
2023 6 18 16,50102,шоссейная,заречный,садовая,заречный
2023 6 18 16,50103,пионерская,заречный,овражная,центральный
2023 6 18 16,50104,лермонтова,ленинский,чехова,заречный
2023 6 18 16,50105,пролетарская,центральный,чкалова,юго-восточный
2023 6 18 16,50106,спортивная,октябрьский,степная,центральный
2023 6 18 16,50107,энтузиастов,центральный,овражная,центральный
2023 6 18 16,50108,сосновая,юго-восточный,комарова,ленинский
2023 6 18 16,50109,береговая,центральный,майская,октябрьский
2023 6 18 16,50110,пионерская,заречный,майская,октябрьский
2023 6 18 16,50111,ломоносова,октябрьский,дзержинского,центральный
2023 6 18 16,50112,заводская,северо-западный,садовая,заречный
2023 6 18 16,50113,цветочная,северо-западный,почтовая,юго-восточный
2023 6 18 16,50114,шоссейная,заречный,луговая,октябрьский
2023 6 18 16,50115,западная,ленинский,маяковского,центральный
2023 6 18 16,50116,северная,центральный,некрасова,северо-западный
2023 6 18 17,50117,березовая,северо-западный,гоголя,центральный
2023 6 18 17,50118,майская,октябрьский,октябрьская,заречный
2023 6 18 17,50119,шоссейная,заречный,шевченко,юго-восточный
2023 6 18 17,50120,трудовая,центральный,некрасова,северо-западный
2023 6 18 17,50121,гагарина,центральный,пролетарская,центральный
2023 6 18 17,50122,восточная,октябрьский,березовая,северо-западный
2023 6 18 17,50123,шоссейная,заречный,молодежная,юго-восточный
2023 6 18 17,50124,цветочная,северо-западный,ломоносова,октябрьский
2023 6 18 17,50125,некрасова,северо-западный,пушкина,центральный
2023 6 18 17,50126,крупской,центральный,западная,ленинский
2023 6 18 17,50127,ломоносова,октябрьский,береговая,центральный
2023 6 18 17,50128,лермонтова,ленинский,мичурина,ленинский
2023 6 18 17,50129,заводская,северо-западный,буденного,октябрьский
2023 6 18 17,50130,некрасова,северо-западный,пионерская,заречный
2023 6 18 17,50131,западная,ленинский,буденного,октябрьский
2023 6 18 17,50132,чапаева,северо-западный,сиреневая,юго-восточный
2023 6 18 17,50133,почтовая,юго-восточный,северная,центральный
2023 6 18 17,50134,мичурина,ленинский,шоссейная,заречный
2023 6 18 17,50135,ломоносова,октябрьский,московская,северо-западный
2023 6 18 17,50136,свободы,ленинский,юбилейная,юго-восточный
2023 6 18 17,50137,комсомольская,заречный,строителей,центральный
2023 6 18 17,50138,западная,ленинский,озерная,юго-восточный
2023 6 18 17,50139,комсомольская,заречный,труда,центральный
2023 6 18 17,50140,пролетарская,центральный,калинина,ленинский
2023 6 18 17,50141,шоссейная,заречный,овражная,центральный
2023 6 18 17,50142,московская,северо-западный,вокзальная,юго-восточный
2023 6 18 17,50143,комарова,ленинский,березовая,северо-западный
2023 6 18 17,50144,трудовая,центральный,пионерская,заречный
2023 6 18 17,50145,кирова,ленинский,красная,северо-западный
2023 6 18 17,50146,чкалова,юго-восточный,дорожная,юго-восточный
2023 6 18 17,50147,партизанская,ленинский,карла маркса,ленинский
2023 6 18 17,50148,луговая,октябрьский,карла маркса,ленинский
2023 6 18 17,50149,полевая,ленинский,красная,северо-западный
2023 6 18 17,50150,железнодорожная,центральный,ломоносова,октябрьский
2023 6 18 17,50151,новая,северо-западный,овражная,центральный
2023 6 18 17,50152,береговая,центральный,маяковского,центральный
2023 6 18 17,50153,карла маркса,ленинский,труда,центральный
2023 6 18 17,50154,майская,октябрьский,спортивная,октябрьский
2023 6 18 17,50155,юбилейная,юго-восточный,пушкина,центральный
2023 6 18 17,50156,речная,юго-восточный,майская,октябрьский
2023 6 18 17,50157,ломоносова,октябрьский,строителей,центральный
2023 6 18 17,50158,энергетиков,юго-восточный,дачная,центральный
2023 6 18 17,50159,вокзальная,юго-восточный,колхозная,ленинский
2023 6 18 17,50160,садовая,заречный,буденного,октябрьский
2023 6 18 17,50161,шоссейная,заречный,садовая,заречный
2023 6 18 17,50162,дзержинского,центральный,московская,северо-западный
2023 6 18 17,50163,дачная,центральный,спортивная,октябрьский
2023 6 18 17,50164,чкалова,юго-восточный,почтовая,юго-восточный
2023 6 18 17,50165,свердлова,центральный,чехова,заречный
2023 6 18 17,50166,южная,центральный,буденного,октябрьский
2023 6 18 17,50167,победы,юго-восточный,строителей,центральный
2023 6 18 17,50168,береговая,центральный,буденного,октябрьский
2023 6 18 17,50169,первомайская,северо-западный,луговая,октябрьский
2023 6 18 17,50170,озерная,юго-восточный,буденного,октябрьский
2023 6 18 17,50171,партизанская,ленинский,кирова,ленинский
2023 6 18 17,50172,горького,юго-восточный,солнечная,центральный
2023 6 18 17,50173,красная,северо-западный,зеленая,центральный
2023 6 18 17,50174,спортивная,октябрьский,куйбышева,центральный
2023 6 18 17,50175,рабочая,северо-западный,заречная,юго-восточный
2023 6 18 17,50176,мичурина,ленинский,коммунальная,юго-восточный
2023 6 18 17,50177,западная,ленинский,горького,юго-восточный
2023 6 18 17,50178,пионерская,заречный,чехова,заречный
2023 6 18 17,50179,шоссейная,заречный,нагорная,центральный
2023 6 18 17,50180,рабочая,северо-западный,октябрьская,заречный
2023 6 18 17,50181,луговая,октябрьский,южная,центральный
2023 6 18 17,50182,дзержинского,центральный,чехова,заречный
2023 6 18 17,50183,луговая,октябрьский,ленина,ленинский
2023 6 18 17,50184,пионерская,заречный,подгорная,ленинский
2023 6 18 17,50185,коммунальная,юго-восточный,буденного,октябрьский
2023 6 18 17,50186,заводская,северо-западный,калинина,ленинский
2023 6 18 17,50187,лермонтова,ленинский,трудовая,центральный
2023 6 18 17,50188,энергетиков,юго-восточный,энергетиков,юго-восточный
2023 6 18 17,50189,северная,центральный,луговая,октябрьский
2023 6 18 17,50190,труда,центральный,совхозная,центральный
2023 6 18 17,50191,московская,северо-западный,московская,северо-западный
2023 6 18 17,50192,мичурина,ленинский,кирова,ленинский
2023 6 18 17,50193,лермонтова,ленинский,пушкина,центральный
2023 6 18 17,50194,свободы,ленинский,лесная,юго-восточный
2023 6 18 17,50195,рябиновая,северо-западный,комсомольская,заречный
2023 6 18 17,50196,шевченко,юго-восточный,степная,центральный
2023 6 18 17,50197,заводская,северо-западный,майская,октябрьский
2023 6 18 17,50198,вишневая,юго-восточный,шоссейная,заречный
2023 6 18 17,50199,рябиновая,северо-западный,полевая,ленинский
2023 6 18 17,50200,ломоносова,октябрьский,мира,центральный
2023 6 18 17,50201,совхозная,центральный,пушкина,центральный
2023 6 18 17,50202,луговая,октябрьский,ленина,ленинский
2023 6 18 17,50203,восточная,октябрьский,гагарина,центральный
2023 6 18 17,50204,чапаева,северо-западный,ломоносова,октябрьский
2023 6 18 17,50205,красная,северо-западный,первомайская,северо-западный
2023 6 18 17,50206,подгорная,ленинский,строителей,центральный
2023 6 18 17,50207,гоголя,центральный,степная,центральный
2023 6 18 17,50208,садовая,заречный,овражная,центральный
2023 6 18 17,50209,ломоносова,октябрьский,дачная,центральный
2023 6 18 17,50210,нагорная,центральный,лермонтова,ленинский
2023 6 18 17,50211,московская,северо-западный,шоссейная,заречный
2023 6 18 17,50212,карла маркса,ленинский,гагарина,центральный
2023 6 18 17,50213,почтовая,юго-восточный,ломоносова,октябрьский
2023 6 18 17,50214,октябрьская,заречный,центральная,юго-восточный
2023 6 18 17,50215,озерная,юго-восточный,октябрьская,заречный
2023 6 18 17,50216,красноармейская,юго-восточный,мичурина,ленинский
2023 6 18 17,50217,некрасова,северо-западный,трудовая,центральный
2023 6 18 17,50218,матросова,центральный,энтузиастов,центральный
2023 6 18 18,50219,ломоносова,октябрьский,космонавтов,юго-восточный
2023 6 18 18,50220,московская,северо-западный,свободы,ленинский
2023 6 18 18,50221,куйбышева,центральный,западная,ленинский
2023 6 18 18,50222,вокзальная,юго-восточный,маяковского,центральный
2023 6 18 18,50223,московская,северо-западный,пионерская,заречный
2023 6 18 18,50224,буденного,октябрьский,береговая,центральный
2023 6 18 18,50225,победы,юго-восточный,вишневая,юго-восточный
2023 6 18 18,50226,почтовая,юго-восточный,крупской,центральный
2023 6 18 18,50227,заводская,северо-западный,строительная,северо-западный
2023 6 18 18,50228,пролетарская,центральный,луговая,октябрьский
2023 6 18 18,50229,железнодорожная,центральный,нагорная,центральный
2023 6 18 18,50230,дружбы,центральный,зеленая,центральный
2023 6 18 18,50231,мира,центральный,пионерская,заречный
2023 6 18 18,50232,почтовая,юго-восточный,октябрьская,заречный
2023 6 18 18,50233,западная,ленинский,подгорная,ленинский
2023 6 18 18,50234,заводская,северо-западный,лермонтова,ленинский
2023 6 18 18,50235,матросова,центральный,степная,центральный
2023 6 18 18,50236,дорожная,юго-восточный,комсомольская,заречный
2023 6 18 18,50237,буденного,октябрьский,пролетарская,центральный
2023 6 18 18,50238,комарова,ленинский,колхозная,ленинский
2023 6 18 18,50239,полевая,ленинский,ломоносова,октябрьский
2023 6 18 18,50240,комарова,ленинский,совхозная,центральный
2023 6 18 18,50241,цветочная,северо-западный,новая,северо-западный
2023 6 18 18,50242,матросова,центральный,чехова,заречный
2023 6 18 18,50243,майская,октябрьский,набережная,центральный
2023 6 18 18,50244,кирова,ленинский,школьная,северо-западный
2023 6 18 18,50245,советская,центральный,цветочная,северо-западный
2023 6 18 18,50246,буденного,октябрьский,лермонтова,ленинский
2023 6 18 18,50247,трудовая,центральный,комсомольская,заречный
2023 6 18 18,50248,ломоносова,октябрьский,партизанская,ленинский
2023 6 18 18,50249,луговая,октябрьский,труда,центральный
2023 6 18 18,50250,лесная,юго-восточный,некрасова,северо-западный
2023 6 18 18,50251,строительная,северо-западный,садовая,заречный
2023 6 18 18,50252,чапаева,северо-западный,овражная,центральный
2023 6 18 18,50253,молодежная,юго-восточный,крупской,центральный
2023 6 18 18,50254,степная,центральный,рабочая,северо-западный
2023 6 18 18,50255,центральная,юго-восточный,пионерская,заречный
2023 6 18 18,50256,энтузиастов,центральный,восточная,октябрьский
2023 6 18 18,50257,московская,северо-западный,колхозная,ленинский
2023 6 18 18,50258,набережная,центральный,красная,северо-западный
2023 6 18 18,50259,луговая,октябрьский,цветочная,северо-западный
2023 6 18 18,50260,комарова,ленинский,железнодорожная,центральный
2023 6 18 18,50261,пушкина,центральный,почтовая,юго-восточный
2023 6 18 18,50262,нагорная,центральный,пушкина,центральный
2023 6 18 18,50263,центральная,юго-восточный,новая,северо-западный
2023 6 18 18,50264,новая,северо-западный,калинина,ленинский
2023 6 18 18,50265,солнечная,центральный,спортивная,октябрьский
2023 6 18 18,50266,овражная,центральный,ломоносова,октябрьский
2023 6 18 18,50267,рябиновая,северо-западный,шоссейная,заречный
2023 6 18 18,50268,кооперативная,центральный,майская,октябрьский
2023 6 18 18,50269,садовая,заречный,набережная,центральный
2023 6 18 18,50270,комсомольская,заречный,парковая,юго-восточный
2023 6 18 18,50271,гоголя,центральный,юбилейная,юго-восточный
2023 6 18 18,50272,ленина,ленинский,мичурина,ленинский
2023 6 18 18,50273,березовая,северо-западный,суворова,ленинский
2023 6 18 18,50274,матросова,центральный,шоссейная,заречный
2023 6 18 18,50275,гагарина,центральный,красноармейская,юго-восточный
2023 6 18 18,50276,чехова,заречный,заречная,юго-восточный
2023 6 18 18,50277,нагорная,центральный,ленина,ленинский
2023 6 18 18,50278,буденного,октябрьский,дачная,центральный
2023 6 18 18,50279,кирова,ленинский,чехова,заречный
2023 6 18 18,50280,восточная,октябрьский,солнечная,центральный
2023 6 18 18,50281,пушкина,центральный,молодежная,юго-восточный
2023 6 18 18,50282,озерная,юго-восточный,суворова,ленинский
2023 6 18 18,50283,степная,центральный,кооперативная,центральный
2023 6 18 18,50284,буденного,октябрьский,буденного,октябрьский
2023 6 18 18,50285,буденного,октябрьский,майская,октябрьский
2023 6 18 18,50286,майская,октябрьский,дружбы,центральный
2023 6 18 18,50287,октябрьская,заречный,ломоносова,октябрьский
2023 6 18 18,50288,нагорная,центральный,карла маркса,ленинский
2023 6 18 18,50289,степная,центральный,чапаева,северо-западный
2023 6 18 18,50290,советская,центральный,чапаева,северо-западный
2023 6 18 18,50291,садовая,заречный,центральная,юго-восточный
2023 6 18 18,50292,майская,октябрьский,строителей,центральный
2023 6 18 18,50293,труда,центральный,коммунальная,юго-восточный
2023 6 18 18,50294,матросова,центральный,зеленая,центральный
2023 6 18 18,50295,чехова,заречный,московская,северо-западный
2023 6 18 18,50296,победы,юго-восточный,луговая,октябрьский
2023 6 18 18,50297,буденного,октябрьский,северная,центральный
2023 6 18 18,50298,шоссейная,заречный,заречная,юго-восточный
2023 6 18 18,50299,майская,октябрьский,лесная,юго-восточный
2023 6 18 18,50300,ломоносова,октябрьский,садовая,заречный
2023 6 18 18,50301,луговая,октябрьский,пионерская,заречный
2023 6 18 18,50302,чехова,заречный,октябрьская,заречный
2023 6 18 18,50303,озерная,юго-восточный,майская,октябрьский
2023 6 18 18,50304,космонавтов,юго-восточный,береговая,центральный
2023 6 18 18,50305,гагарина,центральный,суворова,ленинский
2023 6 18 18,50306,космонавтов,юго-восточный,октябрьская,заречный
2023 6 18 18,50307,красноармейская,юго-восточный,комсомольская,заречный
2023 6 18 18,50308,труда,центральный,дорожная,юго-восточный
2023 6 18 18,50309,восточная,октябрьский,строителей,центральный
2023 6 18 18,50310,центральная,юго-восточный,березовая,северо-западный
2023 6 18 18,50311,советская,центральный,луговая,октябрьский
2023 6 18 18,50312,северная,центральный,овражная,центральный
2023 6 18 18,50313,луговая,октябрьский,буденного,октябрьский
2023 6 18 18,50314,спортивная,октябрьский,нагорная,центральный
2023 6 18 19,50315,спортивная,октябрьский,пушкина,центральный
2023 6 18 19,50316,победы,юго-восточный,партизанская,ленинский
2023 6 18 19,50317,подгорная,ленинский,чехова,заречный
2023 6 18 19,50318,гоголя,центральный,куйбышева,центральный
2023 6 18 19,50319,речная,юго-восточный,строительная,северо-западный
2023 6 18 19,50320,энергетиков,юго-восточный,кирова,ленинский
2023 6 18 19,50321,нагорная,центральный,заречная,юго-восточный
2023 6 18 19,50322,новая,северо-западный,восточная,октябрьский
2023 6 18 19,50323,нагорная,центральный,октябрьская,заречный
2023 6 18 19,50324,луговая,октябрьский,труда,центральный
2023 6 18 19,50325,колхозная,ленинский,калинина,ленинский
2023 6 18 19,50326,рябиновая,северо-западный,березовая,северо-западный
2023 6 18 19,50327,колхозная,ленинский,первомайская,северо-западный
2023 6 18 19,50328,чехова,заречный,зеленая,центральный
2023 6 18 19,50329,шоссейная,заречный,московская,северо-западный
2023 6 18 19,50330,чапаева,северо-западный,береговая,центральный
2023 6 18 19,50331,степная,центральный,дружбы,центральный
2023 6 18 19,50332,восточная,октябрьский,сиреневая,юго-восточный
2023 6 18 19,50333,колхозная,ленинский,калинина,ленинский
2023 6 18 19,50334,победы,юго-восточный,чкалова,юго-восточный
2023 6 18 19,50335,труда,центральный,новая,северо-западный
2023 6 18 19,50336,луговая,октябрьский,комарова,ленинский
2023 6 18 19,50337,маяковского,центральный,лесная,юго-восточный
2023 6 18 19,50338,комарова,ленинский,почтовая,юго-восточный
2023 6 18 19,50339,юбилейная,юго-восточный,ломоносова,октябрьский
2023 6 18 19,50340,полевая,ленинский,луговая,октябрьский
2023 6 18 19,50341,спортивная,октябрьский,ленина,ленинский
2023 6 18 19,50342,заводская,северо-западный,маяковского,центральный
2023 6 18 19,50343,чехова,заречный,первомайская,северо-западный
2023 6 18 19,50344,буденного,октябрьский,спортивная,октябрьский
2023 6 18 19,50345,садовая,заречный,некрасова,северо-западный
2023 6 18 19,50346,майская,октябрьский,лермонтова,ленинский
2023 6 18 19,50347,новая,северо-западный,трудовая,центральный
2023 6 18 19,50348,садовая,заречный,строительная,северо-западный
2023 6 18 19,50349,строительная,северо-западный,некрасова,северо-западный
2023 6 18 19,50350,энергетиков,юго-восточный,мичурина,ленинский
2023 6 18 19,50351,ломоносова,октябрьский,кирова,ленинский
2023 6 18 19,50352,вокзальная,юго-восточный,центральная,юго-восточный
2023 6 18 19,50353,центральная,юго-восточный,ломоносова,октябрьский
2023 6 18 19,50354,озерная,юго-восточный,набережная,центральный
2023 6 18 19,50355,майская,октябрьский,ленина,ленинский
2023 6 18 19,50356,комсомольская,заречный,спортивная,октябрьский
2023 6 18 19,50357,пролетарская,центральный,майская,октябрьский
2023 6 18 19,50358,московская,северо-западный,шоссейная,заречный
2023 6 18 19,50359,вокзальная,юго-восточный,дружбы,центральный
2023 6 18 19,50360,коммунальная,юго-восточный,чапаева,северо-западный
2023 6 18 19,50361,свердлова,центральный,спортивная,октябрьский
2023 6 18 19,50362,спортивная,октябрьский,космонавтов,юго-восточный
2023 6 18 19,50363,ленина,ленинский,гагарина,центральный
2023 6 18 19,50364,куйбышева,центральный,садовая,заречный
2023 6 18 19,50365,коммунальная,юго-восточный,калинина,ленинский
2023 6 18 19,50366,строителей,центральный,советская,центральный
2023 6 18 19,50367,юбилейная,юго-восточный,карла маркса,ленинский
2023 6 18 19,50368,майская,октябрьский,красноармейская,юго-восточный
2023 6 18 19,50369,комсомольская,заречный,озерная,юго-восточный
2023 6 18 19,50370,подгорная,ленинский,комсомольская,заречный
2023 6 18 19,50371,первомайская,северо-западный,буденного,октябрьский
2023 6 18 19,50372,вокзальная,юго-восточный,чкалова,юго-восточный
2023 6 18 19,50373,некрасова,северо-западный,некрасова,северо-западный
2023 6 18 19,50374,майская,октябрьский,дзержинского,центральный
2023 6 18 19,50375,чехова,заречный,майская,октябрьский
2023 6 18 19,50376,майская,октябрьский,красноармейская,юго-восточный
2023 6 18 19,50377,западная,ленинский,кооперативная,центральный
2023 6 18 19,50378,чапаева,северо-западный,пролетарская,центральный
2023 6 18 19,50379,майская,октябрьский,октябрьская,заречный
2023 6 18 19,50380,гагарина,центральный,дорожная,юго-восточный
2023 6 18 19,50381,строительная,северо-западный,карла маркса,ленинский
2023 6 18 19,50382,майская,октябрьский,озерная,юго-восточный
2023 6 18 19,50383,буденного,октябрьский,цветочная,северо-западный
2023 6 18 19,50384,новая,северо-западный,ломоносова,октябрьский
2023 6 18 19,50385,восточная,октябрьский,парковая,юго-восточный
2023 6 18 19,50386,зеленая,центральный,буденного,октябрьский
2023 6 18 19,50387,луговая,октябрьский,шевченко,юго-восточный
2023 6 18 19,50388,буденного,октябрьский,заречная,юго-восточный
2023 6 18 19,50389,московская,северо-западный,некрасова,северо-западный
2023 6 18 19,50390,чкалова,юго-восточный,пионерская,заречный
2023 6 18 19,50391,дружбы,центральный,красная,северо-западный
2023 6 18 19,50392,луговая,октябрьский,пионерская,заречный
2023 6 18 19,50393,буденного,октябрьский,заводская,северо-западный
2023 6 18 19,50394,свободы,ленинский,молодежная,юго-восточный
2023 6 18 19,50395,строительная,северо-западный,степная,центральный
2023 6 18 19,50396,дорожная,юго-восточный,южная,центральный
2023 6 18 19,50397,спортивная,октябрьский,гоголя,центральный
2023 6 18 19,50398,свердлова,центральный,зеленая,центральный
2023 6 18 19,50399,чапаева,северо-западный,горького,юго-восточный
2023 6 18 2,49548,нагорная,центральный,первомайская,северо-западный
2023 6 18 2,49549,кооперативная,центральный,лесная,юго-восточный
2023 6 18 2,49550,гагарина,центральный,лесная,юго-восточный
2023 6 18 2,49551,лермонтова,ленинский,ленина,ленинский
2023 6 18 2,49552,свердлова,центральный,восточная,октябрьский
2023 6 18 2,49553,чехова,заречный,спортивная,октябрьский
2023 6 18 2,49554,лермонтова,ленинский,цветочная,северо-западный
2023 6 18 2,49555,пионерская,заречный,комсомольская,заречный
2023 6 18 20,50400,калинина,ленинский,свободы,ленинский
2023 6 18 20,50401,дзержинского,центральный,некрасова,северо-западный
2023 6 18 20,50402,совхозная,центральный,заводская,северо-западный
2023 6 18 20,50403,восточная,октябрьский,восточная,октябрьский
2023 6 18 20,50404,крупской,центральный,почтовая,юго-восточный
2023 6 18 20,50405,шоссейная,заречный,московская,северо-западный
2023 6 18 20,50406,ломоносова,октябрьский,куйбышева,центральный
2023 6 18 20,50407,набережная,центральный,северная,центральный
2023 6 18 20,50408,калинина,ленинский,южная,центральный
2023 6 18 20,50409,труда,центральный,шоссейная,заречный
2023 6 18 20,50410,буденного,октябрьский,комсомольская,заречный
2023 6 18 20,50411,новая,северо-западный,пролетарская,центральный
2023 6 18 20,50412,чапаева,северо-западный,дачная,центральный
2023 6 18 20,50413,цветочная,северо-западный,парковая,юго-восточный
2023 6 18 20,50414,совхозная,центральный,сиреневая,юго-восточный
2023 6 18 20,50415,первомайская,северо-западный,гоголя,центральный
2023 6 18 20,50416,комарова,ленинский,шоссейная,заречный
2023 6 18 20,50417,комсомольская,заречный,пролетарская,центральный
2023 6 18 20,50418,кирова,ленинский,трудовая,центральный
2023 6 18 20,50419,набережная,центральный,полевая,ленинский
2023 6 18 20,50420,заречная,юго-восточный,спортивная,октябрьский
2023 6 18 20,50421,цветочная,северо-западный,садовая,заречный
2023 6 18 20,50422,карла маркса,ленинский,некрасова,северо-западный
2023 6 18 20,50423,труда,центральный,цветочная,северо-западный
2023 6 18 20,50424,свердлова,центральный,лермонтова,ленинский
2023 6 18 20,50425,нагорная,центральный,заречная,юго-восточный
2023 6 18 20,50426,подгорная,ленинский,энергетиков,юго-восточный
2023 6 18 20,50427,заречная,юго-восточный,ленина,ленинский
2023 6 18 20,50428,коммунальная,юго-восточный,ломоносова,октябрьский
2023 6 18 20,50429,зеленая,центральный,кирова,ленинский
2023 6 18 20,50430,луговая,октябрьский,заводская,северо-западный
2023 6 18 20,50431,некрасова,северо-западный,комарова,ленинский
2023 6 18 20,50432,луговая,октябрьский,космонавтов,юго-восточный
2023 6 18 20,50433,энтузиастов,центральный,октябрьская,заречный
2023 6 18 20,50434,советская,центральный,свободы,ленинский
2023 6 18 20,50435,майская,октябрьский,озерная,юго-восточный
2023 6 18 20,50436,буденного,октябрьский,горького,юго-восточный
2023 6 18 20,50437,вишневая,юго-восточный,береговая,центральный
2023 6 18 20,50438,майская,октябрьский,нагорная,центральный
2023 6 18 20,50439,спортивная,октябрьский,майская,октябрьский
2023 6 18 20,50440,луговая,октябрьский,красноармейская,юго-восточный
2023 6 18 20,50441,свердлова,центральный,энтузиастов,центральный
2023 6 18 20,50442,чехова,заречный,цветочная,северо-западный
2023 6 18 20,50443,южная,центральный,матросова,центральный
2023 6 18 20,50444,шевченко,юго-восточный,шоссейная,заречный
2023 6 18 20,50445,набережная,центральный,матросова,центральный
2023 6 18 20,50446,красная,северо-западный,пионерская,заречный
2023 6 18 20,50447,вишневая,юго-восточный,первомайская,северо-западный
2023 6 18 20,50448,энергетиков,юго-восточный,строительная,северо-западный
2023 6 18 20,50449,спортивная,октябрьский,победы,юго-восточный
2023 6 18 20,50450,красноармейская,юго-восточный,дорожная,юго-восточный
2023 6 18 20,50451,чехова,заречный,победы,юго-восточный
2023 6 18 20,50452,лермонтова,ленинский,лесная,юго-восточный
2023 6 18 20,50453,красноармейская,юго-восточный,восточная,октябрьский
2023 6 18 20,50454,комсомольская,заречный,суворова,ленинский
2023 6 18 20,50455,дачная,центральный,ломоносова,октябрьский
2023 6 18 20,50456,спортивная,октябрьский,октябрьская,заречный
2023 6 18 20,50457,гагарина,центральный,березовая,северо-западный
2023 6 18 20,50458,садовая,заречный,восточная,октябрьский
2023 6 18 20,50459,спортивная,октябрьский,школьная,северо-западный
2023 6 18 20,50460,сиреневая,юго-восточный,луговая,октябрьский
2023 6 18 20,50461,центральная,юго-восточный,спортивная,октябрьский
2023 6 18 20,50462,ленина,ленинский,победы,юго-восточный
2023 6 18 20,50463,калинина,ленинский,чкалова,юго-восточный
2023 6 18 20,50464,рябиновая,северо-западный,ломоносова,октябрьский
2023 6 18 20,50465,лесная,юго-восточный,майская,октябрьский
2023 6 18 20,50466,строительная,северо-западный,подгорная,ленинский
2023 6 18 20,50467,пушкина,центральный,энтузиастов,центральный
2023 6 18 20,50468,чкалова,юго-восточный,ленина,ленинский
2023 6 18 20,50469,речная,юго-восточный,пролетарская,центральный
2023 6 18 20,50470,кооперативная,центральный,карла маркса,ленинский
2023 6 18 20,50471,речная,юго-восточный,молодежная,юго-восточный
2023 6 18 20,50472,партизанская,ленинский,некрасова,северо-западный
2023 6 18 20,50473,луговая,октябрьский,рябиновая,северо-западный
2023 6 18 20,50474,озерная,юго-восточный,красная,северо-западный
2023 6 18 20,50475,ломоносова,октябрьский,сиреневая,юго-восточный
2023 6 18 20,50476,некрасова,северо-западный,центральная,юго-восточный
2023 6 18 20,50477,ленина,ленинский,партизанская,ленинский
2023 6 18 20,50478,шоссейная,заречный,овражная,центральный
2023 6 18 20,50479,спортивная,октябрьский,красная,северо-западный
2023 6 18 20,50480,сосновая,юго-восточный,садовая,заречный
2023 6 18 20,50481,труда,центральный,трудовая,центральный
2023 6 18 20,50482,пионерская,заречный,ленина,ленинский
2023 6 18 20,50483,матросова,центральный,коммунальная,юго-восточный
2023 6 18 20,50484,энтузиастов,центральный,почтовая,юго-восточный
2023 6 18 20,50485,садовая,заречный,овражная,центральный
2023 6 18 20,50486,восточная,октябрьский,трудовая,центральный
2023 6 18 20,50487,заводская,северо-западный,дорожная,юго-восточный
2023 6 18 20,50488,зеленая,центральный,красная,северо-западный
2023 6 18 20,50489,октябрьская,заречный,рябиновая,северо-западный
2023 6 18 20,50490,полевая,ленинский,дорожная,юго-восточный
2023 6 18 20,50491,кооперативная,центральный,шевченко,юго-восточный
2023 6 18 20,50492,ломоносова,октябрьский,шевченко,юго-восточный
2023 6 18 20,50493,новая,северо-западный,дружбы,центральный
2023 6 18 20,50494,заречная,юго-восточный,набережная,центральный
2023 6 18 20,50495,буденного,октябрьский,рабочая,северо-западный
2023 6 18 20,50496,рябиновая,северо-западный,московская,северо-западный
