Id,Start Date,End Date,Start Location,Start District,End Location,End District,Distance,Promo
162227,2023-06-27 17:43:12,2023-06-27 18:05:16,Мичурина,ленинский,Зеленая,Центральный,3624.0,0
162228,2023-06-27 17:44:12,2023-06-27 18:31:08,Школьная,Северо-Западный,ул. восточная,октябрьский,5529.0,0
162229,2023-06-27 17:45:36,2023-06-27 18:06:08,Майская,Октябрьский,Сосновая,Юго-Восточный,3021.0,0
162230,2023-06-27 17:47:10,2023-06-27 17:59:59,Юбилейная,юго-восточный,ул. полевая,Ленинский,2214.0,0
162231,2023-06-27 17:47:17,2023-06-27 18:06:23,Колхозная,Ленинский,Коммунальная,Юго-Восточный,3250.0,0
162232,2023-06-27 17:47:50,2023-06-27 18:11:39,Подгорная,ленинский,Луговая,октябрьский,4454.0,0
162233,2023-06-27 17:49:08,2023-06-27 18:14:34,лермонтова,ленинский,восточная,Октябрьский,4251.0,0
162234,2023-06-27 17:49:40,2023-06-27 18:07:06,заводская,северо-западный,цветочная,Северо-Западный,2826.0,0
162235,2023-06-27 17:50:30,2023-06-27 18:13:37,ул.карла маркса,ленинский,ул.майская,Октябрьский,4220.0,0
162236,2023-06-27 17:50:56,2023-06-27 18:03:22,Матросова,Центральный,Спортивная,Октябрьский,nan,0
162237,2023-06-27 17:51:17,2023-06-27 18:06:40,маяковского,центральный,пролетарская,Центральный,3.0,0
162238,2023-06-27 17:54:23,2023-06-27 18:26:43,Шевченко,Юго-Восточный,Шоссейная,заречный,4674.0,0
162239,2023-06-27 17:54:32,2023-06-27 18:29:26,труда,Центральный,мичурина,ленинский,4502.0,0
162240,2023-06-27 17:54:40,2023-06-27 18:15:05,Зеленая,Центральный,Суворова,Ленинский,4830.0,0
162241,2023-06-27 17:57:10,2023-06-27 18:26:06,Парковая,юго-восточный,Первомайская,Северо-Западный,2789.0,0
162242,2023-06-27 18:01:01,2023-06-27 18:17:22,Октябрьская,Заречный,Майская,Октябрьский,2844.0,0
162243,2023-06-27 18:01:19,2023-06-27 18:20:23,Октябрьская,заречный,Дорожная,Юго-Восточный,3333.0,0
162244,2023-06-27 18:01:35,2023-06-27 18:25:33,ул.северная,Центральный,ул.садовая,Заречный,4133.0,0
162245,2023-06-27 18:01:42,2023-06-27 18:16:13,Луговая,Октябрьский,Совхозная,Центральный,2.0,0
162246,2023-06-27 18:03:37,2023-06-27 18:23:59,Пионерская,заречный,ул. северная,центральный,3798.0,0
162247,2023-06-27 18:03:44,2023-06-27 18:31:54,ул. озерная,Юго-Восточный,ул.ленина,Ленинский,3587.0,0
162248,2023-06-27 18:04:07,2023-06-27 18:35:02,Чкалова,Юго-Восточный,Дружбы,Центральный,4940.0,0
162248,2023-06-27 18:04:07,2023-06-27 18:35:02,Чкалова,Юго-Восточный,Дружбы,Центральный,4940.0,0
162249,2023-06-27 18:04:22,2023-06-27 18:17:37,Береговая,Центральный,ул. луговая,октябрьский,2608.0,0
162250,2023-06-27 18:05:29,2023-06-27 18:20:00,Московская,северо-западный,Цветочная,северо-западный,2746.0,0
162251,2023-06-27 18:06:08,2023-06-27 19:15:42,Молодежная,Юго-Восточный,Чехова,Заречный,nan,0
162252,2023-06-27 18:06:26,2023-06-27 18:39:02,Крупской,центральный,Центральная,Юго-Восточный,nan,0
162253,2023-06-27 18:06:37,2023-06-27 18:22:58,Солнечная,Центральный,Восточная,Октябрьский,3176.0,0
162254,2023-06-27 18:08:00,2023-06-27 18:46:15,Садовая,Заречный,Полевая,ленинский,7204885.0,0
162255,2023-06-27 18:08:28,NaT,Маяковского,центральный,Речная,Юго-Восточный,5127.0,0
162256,2023-06-27 18:08:30,2023-06-27 18:32:51,Московская,северо-западный,Московская,Северо-Западный,3607.0,0
162257,2023-06-27 18:08:42,2023-06-27 18:33:38,ул.кирова,Ленинский,ул.ломоносова,Октябрьский,3573777.0,0
162258,2023-06-27 18:09:13,2023-06-27 18:43:17,Красная,Северо-Западный,Новая,Северо-Западный,3878.0,0
162259,2023-06-27 18:10:36,2023-06-27 18:31:49,дзержинского,центральный,мичурина,Ленинский,3525.0,0
162260,2023-06-27 18:11:09,2023-06-27 18:29:29,калинина,Ленинский,свердлова,Центральный,4.0,0
162261,2023-06-27 18:12:05,2023-06-27 18:31:04,ул. строителей,Центральный,ул.северная,Центральный,2778.0,0
162262,2023-06-27 18:13:13,2023-06-27 18:41:06,Вишневая,Юго-Восточный,Спортивная,Октябрьский,3609.0,0
162263,2023-06-27 18:13:33,2023-06-27 18:33:22,победы,Юго-Восточный,буденного,Октябрьский,3979.0,0
162264,2023-06-27 18:13:49,2023-06-27 18:40:41,Буденного,Октябрьский,ул. луговая,Октябрьский,3010.0,0
162265,2023-06-27 18:15:36,2023-06-27 18:35:43,Полевая,ленинский,Береговая,Центральный,3368.0,0
162266,2023-06-27 18:16:12,2023-06-27 18:49:40,Чапаева,Северо-Западный,Полевая,ленинский,3939.0,0
162267,2023-06-27 18:16:15,2023-06-27 18:39:51,ул. чехова,Заречный,ул.некрасова,северо-западный,3429.0,0
162268,2023-06-27 18:18:03,2023-06-27 18:35:32,Космонавтов,Юго-Восточный,ул. молодежная,Юго-Восточный,2501.0,0
162269,2023-06-27 18:19:37,2023-06-27 18:38:58,ул. энтузиастов,Центральный,ул.новая,Северо-Западный,2853.0,0
162270,2023-06-27 18:20:24,2023-06-27 18:34:16,свободы,Ленинский,нагорная,Центральный,2401.0,0
162271,2023-06-27 18:21:04,2023-06-27 19:01:52,Дорожная,Юго-Восточный,Березовая,Северо-Западный,5205.0,0
162272,2023-06-27 18:21:12,2023-06-27 18:36:14,Центральная,юго-восточный,ул. буденного,октябрьский,2589.0,0
162273,2023-06-27 18:24:28,2023-06-27 18:36:29,Речная,юго-восточный,Победы,юго-восточный,2172.0,0
162274,2023-06-27 18:26:04,2023-06-27 18:41:58,ул.чапаева,Северо-Западный,ул.ленина,Ленинский,2774.0,0
162275,2023-06-27 18:26:09,2023-06-27 18:42:33,Мира,центральный,Некрасова,северо-западный,2324.0,0
162276,2023-06-27 18:26:09,2023-06-27 18:43:38,Комсомольская,Заречный,Шоссейная,Заречный,3358.0,0
162277,2023-06-27 18:26:59,2023-06-27 18:56:16,ул.буденного,октябрьский,ул.ленина,Ленинский,4784.0,0
162278,2023-06-27 18:27:06,2023-06-27 19:04:30,ул.первомайская,северо-западный,ул.шоссейная,заречный,5834.0,0
162279,2023-06-27 18:27:35,2023-06-27 18:44:31,Подгорная,Ленинский,Труда,Центральный,2437.0,0
162280,2023-06-27 18:27:44,2023-06-27 18:40:34,новая,северо-западный,строительная,северо-западный,1915.0,0
162281,2023-06-27 18:27:45,2023-06-27 18:44:42,Энтузиастов,центральный,Ленина,Ленинский,3172.0,0
162282,2023-06-27 18:28:54,2023-06-27 19:00:06,ул. цветочная,северо-западный,ул.комсомольская,Заречный,4404.0,0
162283,2023-06-27 18:29:05,2023-06-27 18:55:05,нагорная,центральный,восточная,октябрьский,3336.0,0
162284,2023-06-27 18:29:19,2023-06-27 18:46:44,Ломоносова,Октябрьский,Сосновая,Юго-Восточный,3793.0,0
162285,2023-06-27 18:30:54,2023-06-27 19:07:25,ул. гагарина,Центральный,ул.рябиновая,Северо-Западный,4731.0,0
162286,2023-06-27 18:30:54,2023-06-27 18:57:29,колхозная,ленинский,озерная,Юго-Восточный,4736.0,0
162287,2023-06-27 18:33:01,2023-06-27 19:08:55,Подгорная,Ленинский,Садовая,Заречный,5002.0,0
162288,2023-06-27 18:33:32,2023-06-27 19:12:52,Школьная,Северо-Западный,Буденного,Октябрьский,5363.0,0
162289,2023-06-27 18:33:38,2023-06-27 18:59:39,нагорная,Центральный,ул.дружбы,Центральный,2998.0,0
162290,2023-06-27 18:33:38,2023-06-27 19:01:35,совхозная,Центральный,ул.шоссейная,Заречный,4315.0,0
162291,2023-06-27 18:34:57,2023-06-27 18:59:17,юбилейная,юго-восточный,буденного,Октябрьский,4894.0,0
162292,2023-06-27 18:36:14,2023-06-27 19:04:51,Октябрьская,Заречный,Школьная,Северо-Западный,4667.0,0
162293,2023-06-27 18:36:50,2023-06-27 19:02:50,Матросова,Центральный,ул. свободы,Ленинский,4561.0,0
162294,2023-06-27 18:37:23,2023-06-27 18:58:10,Полевая,ленинский,Мичурина,Ленинский,3447.0,0
162295,2023-06-27 18:37:46,2023-06-27 19:24:35,Шоссейная,заречный,Шоссейная,Заречный,3646.0,0
162296,2023-06-27 18:37:46,2023-06-27 19:04:48,Победы,Юго-Восточный,Кооперативная,центральный,3958.0,0
162297,2023-06-27 18:38:15,2023-06-27 18:54:58,ул.заречная,Юго-Восточный,ул.карла маркса,Ленинский,2.0,0
162298,2023-06-27 18:38:39,2023-06-27 19:28:01,степная,центральный,московская,Северо-Западный,4792.0,0
162299,2023-06-27 18:38:57,2023-06-27 19:15:14,Мира,Центральный,Шевченко,Юго-Восточный,4143.0,0
162300,2023-06-27 18:39:20,2023-06-27 19:01:55,Совхозная,центральный,ул. маяковского,Центральный,3078.0,0
162301,2023-06-27 18:41:03,2023-06-27 19:42:07,Комсомольская,Заречный,Совхозная,Центральный,3048.0,0
162302,2023-06-27 18:41:13,2023-06-27 19:01:15,Первомайская,северо-западный,Луговая,Октябрьский,3.0,0
162303,2023-06-27 18:41:18,2023-06-27 19:07:09,Буденного,октябрьский,Березовая,Северо-Западный,4469.0,0
162304,2023-06-27 18:41:45,2023-06-27 18:57:20,Береговая,центральный,Восточная,Октябрьский,2450.0,0
162304,2023-06-27 18:41:45,2023-06-27 18:57:20,Береговая,центральный,Восточная,Октябрьский,2450.0,0
162305,2023-06-27 18:42:10,2023-06-27 19:17:07,Овражная,центральный,Восточная,Октябрьский,nan,0
162306,2023-06-27 18:44:39,2023-06-27 19:15:25,ул.буденного,Октябрьский,ул.матросова,Центральный,4871.0,0
162307,2023-06-27 18:45:19,2023-06-27 19:05:02,Новая,Северо-Западный,ул. почтовая,Юго-Восточный,3050.0,0
162308,2023-06-27 18:45:52,2023-06-27 19:10:12,калинина,Ленинский,центральная,юго-восточный,5.0,0
162309,2023-06-27 18:46:02,2023-06-27 19:26:46,ленина,Ленинский,северная,Центральный,4034.0,0
162310,2023-06-27 18:46:40,2023-06-27 19:07:42,Солнечная,Центральный,Дзержинского,Центральный,2804.0,0
162311,2023-06-27 18:46:51,2023-06-27 19:05:43,Южная,центральный,ул. буденного,Октябрьский,2861.0,0
162312,2023-06-27 18:47:44,2023-06-27 19:10:09,космонавтов,юго-восточный,подгорная,ленинский,4066.0,0
162313,2023-06-27 18:48:15,2023-06-27 19:11:04,ул. красная,Северо-Западный,ул.свободы,Ленинский,4046.0,0
162314,2023-06-27 18:48:59,2023-06-27 19:17:23,Спортивная,октябрьский,Кирова,Ленинский,4994.0,0
162315,2023-06-27 18:49:41,2023-06-27 19:17:04,Мичурина,Ленинский,ул. вокзальная,юго-восточный,4469.0,0
162316,2023-06-27 18:50:07,2023-06-27 19:05:41,Железнодорожная,центральный,Труда,Центральный,2674.0,0
162317,2023-06-27 18:51:20,2023-06-27 19:10:50,Кирова,ленинский,Некрасова,Северо-Западный,2731.0,0
162318,2023-06-27 18:52:35,2023-06-27 19:08:57,Спортивная,октябрьский,Новая,Северо-Западный,4058.0,0
162319,2023-06-27 18:53:53,2023-06-27 19:30:52,ул. цветочная,Северо-Западный,ул.ленина,ленинский,5441.0,0
162320,2023-06-27 18:54:21,2023-06-27 19:55:57,ул.красноармейская,Юго-Восточный,ул.калинина,Ленинский,5011.0,0
162321,2023-06-27 18:54:23,2023-06-27 19:30:28,Рябиновая,Северо-Западный,Пионерская,Заречный,5300.0,0
162322,2023-06-27 18:56:14,2023-06-27 19:25:50,Березовая,Северо-Западный,Озерная,Юго-Восточный,3848.0,0
162323,2023-06-27 18:56:35,2023-06-27 19:36:11,почтовая,Юго-Восточный,вокзальная,Юго-Восточный,2810.0,0
162324,2023-06-27 18:56:49,2023-06-27 19:13:18,Комарова,ленинский,Восточная,октябрьский,3179.0,0
162325,2023-06-27 18:57:41,2023-06-27 19:38:36,ул. маяковского,Центральный,ул.березовая,северо-западный,4343.0,0
162326,2023-06-27 19:00:56,2023-06-27 19:24:01,Озерная,Юго-Восточный,Красная,северо-западный,3223.0,0
162327,2023-06-27 19:01:17,2023-06-27 19:36:29,ул. шевченко,юго-восточный,ул.степная,центральный,4328.0,0
162328,2023-06-27 19:02:18,2023-06-27 19:21:08,Победы,Юго-Восточный,Гагарина,Центральный,3871.0,0
162329,2023-06-27 19:02:28,2023-06-27 19:26:48,Гоголя,центральный,Полевая,Ленинский,3708.0,0
162330,2023-06-27 19:03:11,2023-06-27 19:31:24,Крупской,Центральный,Чехова,заречный,3896.0,0
162331,2023-06-27 19:03:14,2023-06-27 19:19:40,Чехова,заречный,ул. дачная,Центральный,2814.0,0
162332,2023-06-27 19:03:30,2023-06-27 19:59:24,комсомольская,Заречный,цветочная,Северо-Западный,4526.0,0
162333,2023-06-27 19:04:31,2023-06-27 19:27:53,ул.чехова,Заречный,ул.пионерская,Заречный,4054.0,0
162334,2023-06-27 19:04:35,2023-06-27 19:29:34,ул. чехова,заречный,ул.комарова,Ленинский,3517.0,0
162335,2023-06-27 19:05:16,2023-06-27 19:33:25,Полевая,Ленинский,Спортивная,октябрьский,3219.0,0
162336,2023-06-27 19:05:29,2023-06-27 19:25:36,Пионерская,заречный,Комсомольская,заречный,3148.0,0
162337,2023-06-27 19:05:30,2023-06-27 19:29:27,Ломоносова,Октябрьский,ул. солнечная,центральный,4403.0,0
162338,2023-06-27 19:07:46,2023-06-27 19:27:09,Некрасова,Северо-Западный,Школьная,Северо-Западный,2956.0,0
162339,2023-06-27 19:07:59,2023-06-27 19:18:24,Дорожная,юго-восточный,Парковая,Юго-Восточный,1505.0,0
162340,2023-06-27 19:08:10,2023-06-27 19:37:56,Строителей,Центральный,Школьная,Северо-Западный,4202.0,0
162341,2023-06-27 19:09:04,2023-06-27 19:34:08,Свободы,ленинский,Свободы,Ленинский,2746.0,0
162342,2023-06-27 19:09:46,2023-06-27 19:38:31,подгорная,Ленинский,ул.лесная,Юго-Восточный,3844.0,0
162343,2023-06-27 19:09:50,2023-06-27 19:39:04,Карла Маркса,ленинский,Шевченко,Юго-Восточный,4518.0,0
162344,2023-06-27 19:10:37,2023-06-27 19:36:17,гагарина,Центральный,ленина,Ленинский,3956.0,0
162345,2023-06-27 19:10:56,2023-06-27 19:31:59,Строительная,северо-западный,Некрасова,Северо-Западный,3689.0,0
162346,2023-06-27 19:12:33,2023-06-27 19:44:44,Буденного,октябрьский,Молодежная,Юго-Восточный,3487.0,0
162347,2023-06-27 19:13:19,2023-06-27 19:30:56,Южная,Центральный,Речная,Юго-Восточный,3097.0,0
162348,2023-06-27 19:13:51,2023-06-27 19:29:09,Комсомольская,Заречный,Школьная,северо-западный,3044.0,0
162349,2023-06-27 19:14:26,2023-06-27 19:40:04,Шоссейная,Заречный,Пионерская,заречный,3552.0,0
162350,2023-06-27 19:14:51,2023-06-27 19:32:19,Труда,Центральный,Труда,Центральный,2997.0,0
162351,2023-06-27 19:15:18,2023-06-27 20:20:53,Гагарина,центральный,Спортивная,октябрьский,4764.0,0
162352,2023-06-27 19:15:51,2023-06-27 19:34:09,ул.свободы,Ленинский,ул.новая,Северо-Западный,2784.0,0
162353,2023-06-27 19:16:15,2023-06-27 19:48:55,Восточная,Октябрьский,Речная,юго-восточный,4124.0,0
162354,2023-06-27 19:16:47,2023-06-27 19:42:58,Ломоносова,Октябрьский,Западная,Ленинский,3791.0,0
162355,2023-06-27 19:17:33,2023-06-27 19:39:54,Луговая,Октябрьский,Лесная,Юго-Восточный,4107.0,0
162356,2023-06-27 19:17:57,2023-06-27 19:49:54,восточная,октябрьский,сиреневая,Юго-Восточный,4362.0,0
162357,2023-06-27 19:18:18,2023-06-27 19:39:56,Цветочная,Северо-Западный,Садовая,Заречный,3667.0,0
162358,2023-06-27 19:18:57,2023-06-27 19:41:20,ул.нагорная,Центральный,ул.полевая,Ленинский,3444.0,0
162359,2023-06-27 19:19:26,2023-06-27 20:06:16,Майская,октябрьский,ул. буденного,октябрьский,4178.0,0
162360,2023-06-27 19:19:52,2023-06-27 19:37:27,Речная,Юго-Восточный,Спортивная,октябрьский,3014.0,0
162361,2023-06-27 19:20:14,2023-06-27 19:50:39,ул.шевченко,Юго-Восточный,ул.луговая,октябрьский,3825.0,0
162362,2023-06-27 19:20:28,2023-06-27 19:50:48,Красноармейская,юго-восточный,Кирова,Ленинский,5318.0,0
162363,2023-06-27 19:21:11,2023-06-27 19:45:29,майская,Октябрьский,ул.калинина,Ленинский,3299.0,0
162364,2023-06-27 19:21:37,2023-06-27 19:53:04,Спортивная,октябрьский,Восточная,Октябрьский,3327.0,0
162365,2023-06-27 19:21:48,2023-06-27 19:55:27,Центральная,юго-восточный,ул. садовая,Заречный,4438.0,0
162366,2023-06-27 19:22:10,2023-06-27 19:43:22,карла маркса,Ленинский,ул.строителей,Центральный,4.0,0
162367,2023-06-27 19:23:46,2023-06-27 19:35:26,пионерская,заречный,пионерская,Заречный,2094.0,0
162368,2023-06-27 19:23:53,2023-06-27 19:49:20,нагорная,Центральный,красноармейская,Юго-Восточный,4682.0,0
162369,2023-06-27 19:24:03,2023-06-27 20:05:43,ул.партизанская,Ленинский,ул.майская,октябрьский,4213.0,0
162370,2023-06-27 19:24:24,2023-06-27 19:42:16,Береговая,центральный,Трудовая,центральный,3295.0,0
162371,2023-06-27 19:24:26,2023-06-27 19:51:05,Спортивная,октябрьский,Дзержинского,Центральный,3672.0,0
162372,2023-06-27 19:25:10,2023-06-27 19:49:15,Карла Маркса,Ленинский,Дзержинского,Центральный,3661.0,0
162373,2023-06-27 19:25:42,2023-06-27 19:50:57,Ломоносова,октябрьский,Пионерская,Заречный,3153.0,0
162374,2023-06-27 19:26:12,2023-06-27 20:08:51,дружбы,Центральный,свердлова,центральный,nan,0
162375,2023-06-27 19:26:21,2023-06-27 20:14:34,Строителей,Центральный,Цветочная,Северо-Западный,4215.0,0
162376,2023-06-27 19:27:49,2023-06-27 19:56:17,Комарова,Ленинский,Карла Маркса,Ленинский,4182.0,0
162377,2023-06-27 19:27:55,2023-06-27 19:46:18,мира,Центральный,октябрьская,заречный,3945.0,0
162378,2023-06-27 19:27:58,2023-06-27 19:57:49,чкалова,Юго-Восточный,крупской,Центральный,5901.0,0
162379,2023-06-27 19:28:11,2023-06-27 20:02:30,Южная,Центральный,Майская,Октябрьский,3954.0,0
162380,2023-06-27 19:29:44,NaT,Дачная,Центральный,Березовая,северо-западный,4509.0,0
162381,2023-06-27 19:30:02,2023-06-27 19:58:09,степная,Центральный,заречная,Юго-Восточный,4224.0,0
162382,2023-06-27 19:30:06,2023-06-27 20:17:08,ул.сосновая,юго-восточный,ул.шоссейная,заречный,3420.0,0
162383,2023-06-27 19:30:44,2023-06-27 19:52:21,Овражная,Центральный,Почтовая,юго-восточный,3671.0,0
162384,2023-06-27 19:31:27,2023-06-27 19:51:20,Ломоносова,Октябрьский,Свердлова,Центральный,2495.0,0
162385,2023-06-27 19:32:18,2023-06-27 20:09:18,Некрасова,Северо-Западный,Почтовая,Юго-Восточный,6950.0,0
162386,2023-06-27 19:35:03,2023-06-27 19:53:32,школьная,Северо-Западный,школьная,Северо-Западный,3167.0,0
162386,2023-06-27 19:35:03,2023-06-27 19:53:32,школьная,Северо-Западный,школьная,Северо-Западный,3167.0,0
162387,2023-06-27 19:35:31,2023-06-27 20:14:39,Школьная,Северо-Западный,Пушкина,Центральный,5483.0,0
162388,2023-06-27 19:35:40,2023-06-27 19:55:02,Подгорная,Ленинский,Новая,Северо-Западный,3101.0,0
162389,2023-06-27 19:35:48,2023-06-27 19:56:19,Пионерская,Заречный,Труда,Центральный,3101.0,0
162390,2023-06-27 19:35:53,2023-06-27 20:02:53,Восточная,Октябрьский,Совхозная,центральный,3727.0,0
162391,2023-06-27 19:37:43,2023-06-27 19:49:57,Луговая,Октябрьский,Дорожная,юго-восточный,2199.0,0
162391,2023-06-27 19:37:43,2023-06-27 19:49:57,Луговая,Октябрьский,Дорожная,юго-восточный,2199.0,0
162392,2023-06-27 19:38:27,2023-06-27 19:50:13,Березовая,Северо-Западный,Калинина,ленинский,2333.0,0
162393,2023-06-27 19:39:06,2023-06-27 20:24:06,Шевченко,Юго-Восточный,Рабочая,Северо-Западный,5.0,0
162394,2023-06-27 19:39:43,2023-06-27 20:15:26,Спортивная,Октябрьский,ул. свободы,Ленинский,4858.0,0
162395,2023-06-27 19:39:51,2023-06-27 20:10:03,Молодежная,Юго-Восточный,ул. горького,Юго-Восточный,3683.0,0
162395,2023-06-27 19:39:51,2023-06-27 20:10:03,Молодежная,Юго-Восточный,ул. горького,Юго-Восточный,3683.0,0
162396,2023-06-27 19:40:07,2023-06-27 19:53:17,Труда,Центральный,Партизанская,Ленинский,2246.0,0
162397,2023-06-27 19:40:13,2023-06-27 20:02:05,Береговая,Центральный,Парковая,Юго-Восточный,3436.0,0
162398,2023-06-27 19:40:41,2023-06-27 20:10:04,ленина,ленинский,березовая,Северо-Западный,3116.0,0
162399,2023-06-27 19:40:48,2023-06-27 20:27:56,Нагорная,Центральный,Буденного,Октябрьский,3168.0,0
162400,2023-06-27 19:40:51,2023-06-27 20:01:24,Мира,центральный,Заводская,Северо-Западный,3867.0,0
162401,2023-06-27 19:41:09,2023-06-27 20:16:59,Московская,Северо-Западный,Овражная,Центральный,5097.0,0
162402,2023-06-27 19:41:55,2023-06-27 20:08:57,ул. комсомольская,Заречный,ул.маяковского,Центральный,3772.0,0
162403,2023-06-27 19:42:57,2023-06-27 20:01:10,Почтовая,Юго-Восточный,Чкалова,Юго-Восточный,2673.0,0
162404,2023-06-27 19:43:18,2023-06-27 20:04:56,южная,Центральный,матросова,Центральный,3169.0,0
162405,2023-06-27 19:43:55,2023-06-27 20:11:50,Овражная,Центральный,Лесная,юго-восточный,4067.0,0
162406,2023-06-27 19:44:13,2023-06-27 20:16:55,вишневая,юго-восточный,ул.лермонтова,Ленинский,4078.0,0
162407,2023-06-27 19:45:34,2023-06-27 19:56:05,Комсомольская,Заречный,Комсомольская,Заречный,1959.0,0
162408,2023-06-27 19:46:13,2023-06-27 20:27:43,Юбилейная,Юго-Восточный,Буденного,Октябрьский,5276.0,0
162409,2023-06-27 19:46:41,2023-06-27 20:08:01,ул.полевая,Ленинский,ул.мира,Центральный,3800.0,0
162410,2023-06-27 19:46:45,2023-06-27 20:04:34,Ленина,Ленинский,Калинина,Ленинский,1833.0,0
162411,2023-06-27 19:47:35,2023-06-27 20:20:25,Карла Маркса,Ленинский,ул. восточная,Октябрьский,4035.0,0
162412,2023-06-27 19:47:38,2023-06-27 20:15:22,чапаева,Северо-Западный,ломоносова,Октябрьский,3.0,0
162413,2023-06-27 19:47:41,2023-06-27 20:04:57,Садовая,Заречный,Пионерская,Заречный,2239.0,0
162414,2023-06-27 19:48:23,2023-06-27 20:10:18,Парковая,юго-восточный,Ленина,Ленинский,2900.0,0
162415,2023-06-27 19:49:25,2023-06-27 20:08:07,Северная,Центральный,Октябрьская,заречный,3060.0,0
162415,2023-06-27 19:49:25,2023-06-27 20:08:07,Северная,Центральный,Октябрьская,заречный,3060.0,0
162416,2023-06-27 19:49:28,2023-06-27 20:07:26,спортивная,Октябрьский,карла маркса,Ленинский,nan,0
162417,2023-06-27 19:50:13,2023-06-27 20:08:06,колхозная,ленинский,ул.буденного,Октябрьский,2647.0,0
162418,2023-06-27 19:50:16,2023-06-27 20:06:59,ул. рябиновая,Северо-Западный,ул.подгорная,Ленинский,3530.0,0
162419,2023-06-27 19:51:18,2023-06-27 20:21:46,Луговая,октябрьский,Рябиновая,северо-западный,5696.0,0
162420,2023-06-27 19:51:39,2023-06-27 20:15:25,Пионерская,Заречный,Западная,Ленинский,3784.0,0
162421,2023-06-27 19:53:18,2023-06-27 20:04:51,Лесная,Юго-Восточный,ул. береговая,центральный,2037.0,0
162422,2023-06-27 19:53:37,2023-06-27 20:14:34,новая,северо-западный,нагорная,Центральный,3441.0,0
162423,2023-06-27 19:53:52,2023-06-27 20:21:17,Свердлова,центральный,Шевченко,Юго-Восточный,5022.0,0
162424,2023-06-27 19:55:32,2023-06-27 20:10:01,Цветочная,Северо-Западный,Вишневая,юго-восточный,2656.0,0
162425,2023-06-27 19:55:36,2023-06-27 20:13:09,ул.рябиновая,северо-западный,ул.речная,Юго-Восточный,3427.0,0
162426,2023-06-27 19:56:19,2023-06-27 20:27:55,Свободы,Ленинский,Чапаева,Северо-Западный,4320.0,0
162427,2023-06-27 19:56:26,2023-06-27 20:20:05,речная,Юго-Восточный,подгорная,Ленинский,3771.0,0
162428,2023-06-27 19:58:48,2023-06-27 20:23:11,Пролетарская,Центральный,Комсомольская,заречный,3413.0,0
162429,2023-06-27 19:59:15,2023-06-27 20:21:32,Восточная,октябрьский,Чехова,заречный,3965.0,0
162430,2023-06-27 20:00:42,2023-06-27 20:30:31,Юбилейная,юго-восточный,Дачная,Центральный,5470.0,0
162431,2023-06-27 20:00:55,2023-06-27 20:26:04,Октябрьская,заречный,ул. ленина,Ленинский,3455.0,0
162431,2023-06-27 20:00:55,2023-06-27 20:26:04,Октябрьская,заречный,ул. ленина,Ленинский,3455.0,0
162432,2023-06-27 20:01:21,2023-06-27 20:22:36,Парковая,Юго-Восточный,Луговая,Октябрьский,4242.0,0
162433,2023-06-27 20:03:02,2023-06-27 20:38:08,овражная,Центральный,пионерская,заречный,5751.0,0
162433,2023-06-27 20:03:02,2023-06-27 20:38:08,овражная,Центральный,пионерская,заречный,5751.0,0
162434,2023-06-27 20:03:48,2023-06-27 20:36:15,Энтузиастов,Центральный,Гагарина,Центральный,4314.0,0
162435,2023-06-27 20:03:49,2023-06-27 20:32:39,Чехова,Заречный,Спортивная,Октябрьский,3526.0,0
162436,2023-06-27 20:04:09,2023-06-27 20:27:45,Чкалова,Юго-Восточный,Луговая,октябрьский,2881.0,0
162437,2023-06-27 20:04:12,2023-06-27 20:27:06,Северная,центральный,Цветочная,Северо-Западный,3465.0,0
162438,2023-06-27 20:04:30,2023-06-27 20:16:15,ул.солнечная,Центральный,ул.речная,Юго-Восточный,2266.0,0
162439,2023-06-27 20:05:33,2023-06-27 20:28:31,Комсомольская,заречный,Маяковского,Центральный,3724.0,0
162440,2023-06-27 20:05:47,2023-06-27 20:43:20,ул.комсомольская,Заречный,ул.северная,Центральный,4946.0,0
162441,2023-06-27 20:06:51,2023-06-27 20:21:19,Солнечная,Центральный,Карла Маркса,Ленинский,2875.0,0
162442,2023-06-27 20:07:32,2023-06-27 20:59:26,Московская,Северо-Западный,Центральная,Юго-Восточный,7.0,0
162443,2023-06-27 20:07:38,2023-06-27 20:26:46,пушкина,Центральный,спортивная,октябрьский,2712.0,0
162444,2023-06-27 20:08:44,2023-06-27 20:28:52,Спортивная,Октябрьский,ул. речная,юго-восточный,2191.0,0
162445,2023-06-27 20:09:09,2023-06-27 20:45:09,Чехова,Заречный,Ленина,Ленинский,4581.0,0
162446,2023-06-27 20:10:03,2023-06-27 20:30:08,Озерная,Юго-Восточный,Шевченко,Юго-Восточный,3556.0,0
162446,2023-06-27 20:10:03,2023-06-27 20:30:08,Озерная,Юго-Восточный,Шевченко,Юго-Восточный,3556.0,0
162447,2023-06-27 20:10:03,2023-06-27 20:37:00,ул.ломоносова,Октябрьский,ул.партизанская,ленинский,3338.0,0
162448,2023-06-27 20:10:06,2023-06-27 20:28:21,Береговая,Центральный,Восточная,октябрьский,3630.0,0
162449,2023-06-27 20:10:25,2023-06-27 20:41:31,ул. комсомольская,заречный,ул.спортивная,Октябрьский,3679.0,0
162450,2023-06-27 20:10:40,2023-06-27 20:57:14,ул. московская,Северо-Западный,ул.шоссейная,Заречный,4370.0,0
